id;cam
10630143;0.7300691
135;0.5548204
19322997;0.5389857
18006777;0.4995572
338;0.48628724
10608907;0.47863546
10285721;0.37725005
112;0.32143375
10363409;0.30950102
10285748;0.30843675
10297380;0.30482236
12756145;0.3004411
10297571;0.2997251
19334950;0.2973322
19212817;0.29466146
10153331;0.29199767
10332806;0.29146826
18307457;0.29137504
10392617;0.29032642
10345395;0.29014257
10629839;0.28385422
10289614;0.2830269
10417930;0.28021243
12699381;0.28017062
10384045;0.2787955
10285601;0.27821562
13162681;0.27799788
13151508;0.2777143
19156565;0.27760512
10349761;0.27744544
19290586;0.27613005
10286454;0.2757341
10327642;0.27328455
10616795;0.27284986
11304504;0.27154234
10295343;0.27127194
11610456;0.27118975
10608761;0.2711573
10408086;0.27051666
13372991;0.27040663
8802081;0.26942068
10700707;0.26787424
11534912;0.266782
19333829;0.2662609
8754877;0.26563355
8717495;0.26555732
10434776;0.26266342
11742166;0.2626058
19257561;0.2620605
18423803;0.26119503
10494548;0.2604621
10200845;0.26023608
8458568;0.2598185
12283317;0.25969923
13040334;0.25894734
8511395;0.2567269
10297612;0.25652197
11314990;0.25276107
11646321;0.252464
10334420;0.25217265
10394159;0.25198647
8618604;0.25158268
10336772;0.25115195
11303915;0.25095025
19259544;0.25093853
10285552;0.25038904
10652892;0.24999654
10376670;0.24932529
11315469;0.24931811
10289568;0.2490507
11306566;0.24880491
10800929;0.24841979
10416317;0.24735804
18657287;0.24603975
10425900;0.24409643
10417772;0.2415598
10285664;0.24081571
19305083;0.24063765
8511459;0.24035648
10616834;0.23963109
13162978;0.23932949
10596916;0.23855212
11292079;0.23804525
19136033;0.23791559
10439589;0.23619804
10466680;0.23586231
11745705;0.2349416
8457500;0.23455895
11646089;0.23372135
10433777;0.23367877
13244496;0.23336315
8851151;0.23319574
10334477;0.23260304
13097241;0.2324419
10411135;0.23238929
10285814;0.23162305
11324746;0.23085514
10452227;0.23005533
10297549;0.22989388
10346860;0.22925612
12684281;0.22841878
10345106;0.22815461
10484220;0.22685066
10531492;0.2265769
10332666;0.22551087
10333281;0.22511858
10650306;0.22461294
10445381;0.22453286
8752560;0.22443949
12017792;0.22355571
10285677;0.22287476
8930198;0.22238147
140;0.22172736
11282501;0.21996224
10611070;0.21940504
11433248;0.21915886
10611769;0.21898437
337;0.21838081
143;0.21838081
10641511;0.21833993
10447393;0.21785182
10337135;0.21729434
13244597;0.21555611
10407484;0.2151628
153;0.21478936
10642029;0.21444923
10626174;0.21371841
19192540;0.21278769
7637904;0.21146683
234;0.21120843
336;0.21120843
19266166;0.21088085
10332057;0.21053326
10413290;0.20889056
11425871;0.20710368
19313217;0.20589687
10464364;0.2053846
11303918;0.20502979
8273049;0.20483345
11457786;0.20271516
10285832;0.20265576
11530082;0.20003593
11303914;0.19851872
10648540;0.19429252
13276103;0.19235612
8791803;0.1880601
13025908;0.18474072
18746820;0.18380469
8770936;0.18236884
10347427;0.17953838
10285896;0.17848223
19272529;0.1782785
10379986;0.16815421
18620530;0.16479895
13244249;0.15798593
10610858;0.15265492
8761398;0.15138143
11049712;0.15117091
10298555;0.14979261
10975570;0.1494264
8931755;0.13956454
10642191;0.13802981
8880787;0.13052897
11303920;0.1154716
11984196;0.112298
11287816;0.10863125
10643426;0.10679345
19203446;0.10257372
10643284;0.089779824
10040518;0.08215959
8480519;0.07081461
10285694;0.06419562
12017827;0.036081806
10411020;0.032258958
10597029;0.03152734
247;0.0
622;0.0
155;0.0
616;0.0
339;0.0
286;0.0
18629173;0.0
19192689;0.0
585;0.0
154;0.0
10700156;0.0
152;0.0
147;0.0
136;0.0
19227044;0.0
134;0.0
117;0.0
8530237;0.0
19314475;0.0
8222884;0.0
12107507;0.0
10285609;0.0
11384780;0.0
10465649;0.0
637;0.0
