id;cam
336;0.6702171
234;0.6702171
153;0.6641303
143;0.65804064
337;0.65804064
18006777;0.5165316
12017792;0.45858395
10285748;0.44373617
10297612;0.42084867
10648540;0.4204325
10297571;0.419703
135;0.4174736
8791803;0.40046692
11530082;0.38859627
10285552;0.3883956
10297380;0.37979877
10285721;0.37199712
10392617;0.36744854
10700707;0.36358088
8480519;0.361287
338;0.35858878
18423803;0.35037827
13162681;0.35028842
140;0.33889025
19136033;0.33676627
18657287;0.33637363
10286454;0.33628035
13151508;0.33501127
19322997;0.32794213
19333829;0.3274994
112;0.3274994
19212817;0.3274994
8717495;0.3274994
19290586;0.3274994
8770936;0.3274994
11425871;0.3274994
12699381;0.3274994
8754877;0.3274994
10153331;0.3274994
13244597;0.3274994
10285601;0.3274994
10345395;0.32592112
10608761;0.3249737
19156565;0.32451692
10200845;0.3230362
7637904;0.32270828
10295343;0.32269377
18307457;0.31977946
10327642;0.3160391
10417930;0.3156284
8511459;0.3131185
11282501;0.30984017
8457500;0.30957705
10616834;0.30921125
10630143;0.307123
11742166;0.30575797
10349761;0.30532077
10425900;0.30406743
10379986;0.303994
10384045;0.30213657
10363409;0.30050153
13372991;0.29907498
11610456;0.2987107
10411135;0.2973377
10417772;0.2961428
10334420;0.29612637
10416317;0.29585072
13040334;0.29454938
10334477;0.29377875
10596916;0.29309246
13097241;0.2925803
10466680;0.29199192
10629839;0.29093426
10332806;0.29004848
10376670;0.2897272
19305083;0.2896851
11304504;0.28967798
11324746;0.28917575
12684281;0.2888074
12756145;0.2872272
10407484;0.28698644
10289568;0.28666237
10652892;0.28627786
8273049;0.28514564
10611769;0.2849211
13025908;0.2848286
10345106;0.2847192
19266166;0.28470805
10285664;0.28278935
10616795;0.28190628
10494548;0.28102368
11303914;0.280031
19259544;0.2790346
10394159;0.27855518
10408086;0.2773525
19257561;0.27680895
10337135;0.27669838
10434776;0.2743343
10285814;0.27327913
10641511;0.27289078
11534912;0.27247527
10611070;0.27223143
10800929;0.2715732
11646321;0.2715313
11314990;0.2710341
10285832;0.27082747
10626174;0.27015185
10452227;0.27014259
10346860;0.26993325
10289614;0.26991373
8618604;0.26914138
10332666;0.26839858
11315469;0.26739347
10484220;0.26654544
10285677;0.26595315
10298555;0.2655626
8752560;0.26518902
10297549;0.26487347
10445381;0.26478192
11303920;0.2643275
13162978;0.26379472
10439589;0.2630952
10333281;0.26288998
8851151;0.26239556
19334950;0.26156962
10413290;0.26100427
11306566;0.26064682
13244496;0.26031658
10642029;0.25990155
8802081;0.2590001
19313217;0.25885662
10531492;0.25631776
12283317;0.2545017
8511395;0.25415665
11049712;0.25401902
10447393;0.25321892
8930198;0.2511675
10642191;0.2508275
10332057;0.24959014
13276103;0.24674407
10433777;0.24335356
10336772;0.23696585
11292079;0.23606247
8880787;0.2360622
13244249;0.23604658
11457786;0.23492499
19272529;0.23488954
11984196;0.23281273
19192540;0.22984667
8458568;0.22980249
8931755;0.22965834
11646089;0.22934504
11303915;0.22922072
10975570;0.22745182
11433248;0.22632232
10608907;0.22611164
10285896;0.22594957
11303918;0.22500746
10643284;0.2213485
10347427;0.22026266
11384780;0.21903121
11745705;0.21816728
18746820;0.21341711
10643426;0.21236429
10464364;0.20740798
10411020;0.20697892
11287816;0.20114698
19203446;0.19515195
10650306;0.18266347
8761398;0.17292598
339;0.16584294
12017827;0.16149706
117;0.15305787
10610858;0.13482724
155;0.13420469
247;0.11477353
18620530;0.113151595
10465649;0.10647015
12107507;0.06839402
10597029;0.053299278
585;0.03695731
19314475;0.032146066
10285694;0.03059031
622;0.022803217
616;0.022803217
637;0.009652674
10040518;0.0
8530237;0.0
10285609;0.0
286;0.0
134;0.0
18629173;0.0
8222884;0.0
154;0.0
152;0.0
147;0.0
19227044;0.0
19192689;0.0
136;0.0
10700156;0.0
