id;cam
10630143;0.6628952
338;0.5922571
18006777;0.5311316
19322997;0.47180963
135;0.4476099
11049712;0.4192344
8791803;0.41859794
10608907;0.40661597
10285896;0.400089
10285552;0.3965852
10285721;0.396298
7637904;0.37748227
12017792;0.3726915
8273049;0.3675826
10297612;0.36560798
10700707;0.35619593
19334950;0.3539668
10332806;0.3520177
10616795;0.34707287
143;0.34349468
337;0.34349468
10641511;0.33853915
153;0.33764744
10286454;0.336528
10285748;0.33589673
18423803;0.33489722
234;0.3320561
336;0.3320561
19290586;0.3278964
13151508;0.3274994
10345395;0.3274994
10295343;0.3274994
19212817;0.3274994
10297380;0.3274994
10297571;0.3274994
18307457;0.3274994
10349761;0.3274994
13244597;0.3274994
13162681;0.3274994
10608761;0.3274994
19333829;0.3274994
10629839;0.3274994
10327642;0.3274994
12699381;0.3274994
10363409;0.3274994
8754877;0.3274994
10285601;0.3274994
10384045;0.3274994
12756145;0.3274994
10392617;0.3274994
10153331;0.3272788
10394159;0.32633665
10289614;0.32421514
10200845;0.3230362
11534912;0.31952375
8717495;0.3192706
18657287;0.3189689
10345106;0.31646428
10417930;0.3156284
10289568;0.31264046
19257561;0.31225306
8770936;0.31013268
19156565;0.30811763
10648540;0.306265
11287816;0.3059525
10416317;0.30561715
10434776;0.30433932
10425900;0.30406743
112;0.30308664
11742166;0.30211437
11306566;0.3003891
10408086;0.29978797
19259544;0.29955855
13372991;0.29907498
19305083;0.2980006
11530082;0.29737094
10417772;0.2961428
13040334;0.29454938
10452227;0.29427934
10346860;0.29394597
10652892;0.29385322
11610456;0.29281992
10433777;0.29134482
19136033;0.29125953
10466680;0.29102585
10332666;0.2909724
11282501;0.29087877
10445381;0.29033297
10376670;0.2897272
11304504;0.28967798
10484220;0.2893488
10611070;0.28923926
10411135;0.28906748
13097241;0.28824097
10413290;0.28800726
11425871;0.2878189
10334477;0.28749105
10407484;0.28698644
11314990;0.28692368
10337135;0.2867033
11646321;0.286623
11315469;0.28660154
10285677;0.28654313
10596916;0.28629097
10285814;0.28579712
11303914;0.2857833
10616834;0.28514
8618604;0.28507113
10611769;0.2849211
8457500;0.28490648
10297549;0.28486338
10333281;0.28438225
10285664;0.28418422
12684281;0.28237006
8511459;0.2818577
10494548;0.28102368
10642029;0.28083175
10447393;0.27982607
8851151;0.27934745
8752560;0.2793027
140;0.27896821
8802081;0.27785826
10336772;0.27693653
10334420;0.27626196
19313217;0.27558833
8930198;0.27462277
10464364;0.27209747
10800929;0.2715732
11324746;0.2710409
10332057;0.27039564
10626174;0.27015185
8511395;0.26884767
8458568;0.268743
19266166;0.26856604
10531492;0.26754963
19192540;0.26657972
10298555;0.2655626
10643284;0.2649737
10975570;0.26444244
11303920;0.2643275
13162978;0.26379472
10439589;0.2630952
11745705;0.26220447
11303915;0.2614072
13244496;0.26031658
13025908;0.25924832
10285832;0.25803483
8880787;0.25747034
11984196;0.25668016
10379986;0.25643867
10650306;0.25602034
12283317;0.2545017
11646089;0.25436443
11457786;0.25358498
11292079;0.25311702
10642191;0.25247076
11433248;0.25174195
11303918;0.24946064
8931755;0.24377042
13244249;0.23604658
8480519;0.23519787
19272529;0.23488954
13276103;0.2312805
10347427;0.22026266
10411020;0.20697892
10610858;0.19489959
8761398;0.19234265
19203446;0.18941137
18620530;0.1805566
10285694;0.17790383
10643426;0.17764479
10597029;0.17412797
18746820;0.16281313
12017827;0.16149706
11384780;0.15032941
339;0.117239624
10465649;0.10647015
10040518;0.05777064
247;0.042450935
19314475;0.032146066
117;0.02051887
10700156;0.0
622;0.0
616;0.0
585;0.0
8530237;0.0
18629173;0.0
12107507;0.0
286;0.0
154;0.0
155;0.0
19192689;0.0
152;0.0
147;0.0
10285609;0.0
19227044;0.0
136;0.0
134;0.0
8222884;0.0
637;0.0
